"","Chromosome","ChromStart","ChromEnd","Band","Stain","genes"
"2781","chr1",2954629,2955600,"p9","gpos75","nrdE"
"2782","chr1",2955884,2957136,"p7","gpos75","nrdF"
"2783","chr1",2957137,2958214,"p7","gpos100","proV"
"2784","chr1",2958273,2959279,"p5","gpos50","proW"
"2785","chr1",2959431,2960628,"p9","gpos50","proX"
"2786","chr1",2960989,2961655,"p1","gpos25","STM2812"
"2787","chr1",2961770,2962954,"p3","gpos25","emrR"
"2788","chr1",2962959,2964509,"p9","gpos25","emrA"
"2789","chr1",2964558,2965933,"p2","gpos75","emrB"
"2790","chr1",2966274,2966800,"p6","gpos100","STM2816"
"2791","chr1",2966939,2968511,"p10","gpos100","luxS"
"2792","chr1",2968572,2968993,"p3","gpos50","gshA"
"2793","chr1",2968994,2969569,"p7","gpos25","yqaA"
"2794","chr1",2969932,2970005,"p1","gpos100","yqaB"
"2795","chr1",2970202,2970275,"p9","gpos25","STM2821"
"2796","chr1",2970341,2970414,"p9","gpos100","STM2822"
"2797","chr1",2970480,2970553,"p6","gpos100","STM2823"
"2798","chr1",2970560,2970649,"p8","gpos50","STM2824"
"2799","chr1",2970955,2971152,"p3","gpos100","STM2825"
"2800","chr1",2971375,2974015,"p6","gpos25","csrA"
"2801","chr1",2974241,2974751,"p1","gpos75","alaS"
"2802","chr1",2974858,2976003,"p2","gpos100","oraA"
"2803","chr1",2976004,2976510,"p8","gpos50","recA"
"2804","chr1",2976979,2978069,"p2","gpos100","ygaD"
"2805","chr1",2978191,2978858,"p1","gpos100","mltB"
"2806","chr1",2978859,2979843,"p7","gpos75","srlA"
"2807","chr1",2979844,2980215,"p10","gpos75","srlE"
"2808","chr1",2980216,2981008,"p1","gpos25","slrB"
"2809","chr1",2981072,2981443,"p5","gpos50","srlD"
"2810","chr1",2981625,2982414,"p3","gpos75","gutM"
"2811","chr1",2982428,2983368,"p1","gpos50","srlR"
"2812","chr1",2983369,2984898,"p6","gpos25","gutQ"
"2813","chr1",2985066,2986499,"p4","gpos100","ygaA"
"2814","chr1",2986500,2987644,"p7","gpos25","STM2840"
"2815","chr1",2987741,2989997,"p7","gpos100","ygbD"
"2816","chr1",2990127,2990684,"p10","gpos50","hypF"
"2817","chr1",2990873,2991687,"p1","gpos25","hydN"
"2818","chr1",2991709,2992171,"p8","gpos25","STM2844"
"2819","chr1",2992172,2992578,"p1","gpos100","hycI"
"2820","chr1",2992579,2993345,"p4","gpos25","hycH"
"2821","chr1",2993346,2993897,"p1","gpos50","hycG"
"2822","chr1",2993898,2995607,"p5","gpos75","hycF"
"2823","chr1",2995625,2996550,"p3","gpos50","hycE"
"2824","chr1",2996551,2998376,"p3","gpos25","hycD"
"2825","chr1",2998377,2998997,"p1","gpos50","hycC"
"2826","chr1",2999131,2999606,"p8","gpos50","hycB"
"2827","chr1",2999794,3000158,"p3","gpos100","hycA"
"2828","chr1",3000215,3001075,"p9","gpos75","hypA"
"2829","chr1",3001076,3001350,"p5","gpos50","hypB"
"2830","chr1",3001351,3002483,"p5","gpos25","hypC"
"2831","chr1",3002516,3003490,"p6","gpos100","hypD"
"2832","chr1",3003696,3005787,"p3","gpos75","hypE"
"2833","chr1",3005849,3006207,"p10","gpos25","fhlA"
"2834","chr1",3006369,3007280,"p8","gpos100","ygbA"
"2835","chr1",3007281,3008099,"p7","gpos50","sitA"
"2836","chr1",3008100,3008950,"p7","gpos25","sitB"
"2837","chr1",3008951,3009806,"p4","gpos75","sitC"
"2838","chr1",3009905,3010816,"p10","gpos25","sitD"
"2839","chr1",3010974,3011735,"p5","gpos100","avrA"
"2840","chr1",3012114,3013008,"p10","gpos100","sprB"
"2841","chr1",3013346,3013794,"p8","gpos75","hilC"
"2842","chr1",3013795,3014431,"p8","gpos50","STM2868"
"2843","chr1",3014432,3015002,"p4","gpos75","orgA"
"2844","chr1",3015003,3015757,"p3","gpos25","STM2870"
"2845","chr1",3015758,3016069,"p2","gpos75","prgK"
"2846","chr1",3016082,3016331,"p4","gpos50","prgJ"
"2847","chr1",3016349,3017527,"p6","gpos25","prgI"
"2848","chr1",3017838,3018772,"p1","gpos100","prgH"
"2849","chr1",3019846,3021524,"p2","gpos75","hilD"
"2850","chr1",3021534,3022024,"p10","gpos25","hilA"
"2851","chr1",3022078,3023695,"p4","gpos50","iagB"
"2852","chr1",3023696,3024095,"p1","gpos75","sptP"
"2853","chr1",3024115,3024375,"p9","gpos100","sicP"
"2854","chr1",3024419,3024672,"p4","gpos25","STM2880"
"2855","chr1",3024686,3026750,"p7","gpos100","iacP"
"2856","chr1",3026762,3027799,"p1","gpos25","sipA"
"2857","chr1",3027864,3029098,"p9","gpos25","sipD"
"2858","chr1",3029121,3030904,"p8","gpos50","sipC"
"2859","chr1",3030905,3031414,"p4","gpos75","sipB"
"2860","chr1",3031540,3032596,"p7","gpos50","sicA"
"2861","chr1",3032597,3033391,"p7","gpos75","spaS"
"2862","chr1",3033392,3033656,"p1","gpos25","spaR"
"2863","chr1",3033678,3034341,"p6","gpos75","spaQ"
"2864","chr1",3034342,3035252,"p1","gpos75","spaP"
"2865","chr1",3035253,3036262,"p1","gpos50","spaO"
"2866","chr1",3036263,3036683,"p10","gpos75","invJ"
"2867","chr1",3036684,3037975,"p4","gpos50","invI"
"2868","chr1",3037976,3038390,"p8","gpos100","invC"
"2869","chr1",3038407,3040471,"p8","gpos75","invB"
"2870","chr1",3040489,3041603,"p7","gpos75","invA"
"2871","chr1",3041604,3043288,"p2","gpos50","invE"
"2872","chr1",3043289,3043939,"p10","gpos75","invG"
"2873","chr1",3044391,3044839,"p4","gpos25","invF"
"2874","chr1",3045264,3045703,"p4","gpos100","invH"
"2875","chr1",3045704,3046051,"p7","gpos25","STM2901"
"2876","chr1",3046324,3046656,"p4","gpos75","STM2902"
"2877","chr1",3047331,3047620,"p3","gpos100","STM2903"
"2878","chr1",3047621,3048153,"p7","gpos75","STM2904"
"2879","chr1",3048226,3048418,"p8","gpos25","STM2905"
"2880","chr1",3048768,3049434,"p8","gpos100","STM2906"
"2881","chr1",3049606,3050134,"p6","gpos25","pphB"
"2882","chr1",3050270,3052853,"p3","gpos50","STM2908"
"2883","chr1",3052909,3053285,"p7","gpos100","mutS"
"2884","chr1",3053286,3054501,"p8","gpos100","STM2910"
"2885","chr1",3054582,3055514,"p3","gpos25","STM2911"
"2886","chr1",3055556,3057048,"p3","gpos100","STM2912"
"2887","chr1",3057049,3058006,"p7","gpos25","STM2913"
"2888","chr1",3058039,3058819,"p3","gpos100","STM2914"
"2889","chr1",3058820,3059454,"p7","gpos50","ygbM"
"2890","chr1",3059455,3060710,"p5","gpos75","ygbL"
"2891","chr1",3060711,3061645,"p1","gpos75","ygbK"
"2892","chr1",3061819,3062595,"p10","gpos50","ygbJ"
"2893","chr1",3062614,3063025,"p9","gpos50","ygbI"
"2894","chr1",3063183,3063773,"p8","gpos50","STM2920"
"2895","chr1",3063774,3065209,"p3","gpos75","STM2921"
"2896","chr1",3065213,3065456,"p9","gpos25","STM2922"
"2897","chr1",3065501,3066506,"p2","gpos50","STM2923"
"2898","chr1",3066556,3067808,"p9","gpos50","rpoS"
"2899","chr1",3067865,3068484,"p2","gpos75","nlpD"
"2900","chr1",3068485,3069226,"p8","gpos50","pcm"
"2901","chr1",3069227,3070272,"p3","gpos75","surE"
"2902","chr1",3070273,3070751,"p8","gpos50","ygbO"
"2903","chr1",3070752,3071474,"p8","gpos25","ispF"
"2904","chr1",3071481,3071803,"p9","gpos100","ispD"
"2905","chr1",3071983,3072349,"p6","gpos50","ygbQ"
"2906","chr1",3072357,3072948,"p8","gpos100","ygbE"
"2907","chr1",3072949,3074397,"p2","gpos100","cysC"
"2908","chr1",3074398,3075386,"p3","gpos25","cysN"
"2909","chr1",3075546,3076603,"p6","gpos100","cysD"
"2910","chr1",3078251,3078543,"p8","gpos25","iap"
"2911","chr1",3078544,3079460,"p6","gpos75","ygbF"
"2912","chr1",3079461,3080092,"p3","gpos75","STM2938"
"2913","chr1",3080093,3080849,"p3","gpos75","ygcH"
"2914","chr1",3080850,3081921,"p10","gpos75","STM2940"
"2915","chr1",3081922,3082478,"p6","gpos25","yghJ"
"2916","chr1",3082479,3084035,"p1","gpos50","STM2942"
"2917","chr1",3084047,3086721,"p8","gpos75","STM2943"
"2918","chr1",3087148,3088108,"p3","gpos50","ygcB"
"2919","chr1",3088196,3088939,"p2","gpos50","sopD"
"2920","chr1",3089006,3090717,"p2","gpos100","cysH"
"2921","chr1",3090718,3092582,"p2","gpos25","cysI"
"2922","chr1",3092941,3093303,"p1","gpos100","cysJ"
"2923","chr1",3093391,3094196,"p10","gpos50","ptpS"
"2924","chr1",3096564,3097244,"p3","gpos25","STM2950"
"2925","chr1",3097371,3098681,"p9","gpos25","ygcF"
"2926","chr1",3098752,3100399,"p4","gpos50","eno"
"2927","chr1",3100617,3101417,"p10","gpos100","pyrG"
"2928","chr1",3102447,3102808,"p10","gpos75","mazG"
"2929","chr1",3102887,3105172,"p3","gpos75","STM2955"
"2930","chr1",3105173,3106475,"p1","gpos100","relA"
"2931","chr1",3106516,3109282,"p4","gpos25","ygcA"
"2932","chr1",3109326,3110474,"p2","gpos75","barA"
"2933","chr1",3110546,3111898,"p6","gpos75","STM2959"
"2934","chr1",3111907,3113243,"p7","gpos50","gudD"
"2935","chr1",3113244,3114615,"p1","gpos100","ygcY"
"2936","chr1",3115083,3115548,"p2","gpos25","gudT"
"2937","chr1",3115551,3116333,"p4","gpos50","STM2963"
"2938","chr1",3116333,3116674,"p10","gpos75","yqcB"
"2939","chr1",3116703,3117057,"p5","gpos75","yqcC"
"2940","chr1",3117274,3117828,"p8","gpos75","csrB"
"2941","chr1",3117868,3118736,"p5","gpos100","syd"
"2942","chr1",3118838,3120213,"p3","gpos100","yqcD"
"2943","chr1",3120766,3122067,"p6","gpos75","ygdH"
"2944","chr1",3122115,3123493,"p10","gpos75","sdaC"
"2945","chr1",3123584,3124419,"p9","gpos75","sdaB"
"2946","chr1",3124511,3125672,"p9","gpos75","exo"
"2947","chr1",3125676,3126333,"p6","gpos100","fucO"
"2948","chr1",3128214,3130001,"p8","gpos25","fucA"
"2949","chr1",3130090,3131508,"p9","gpos75","fucI"
"2950","chr1",3131509,3131944,"p9","gpos25","fucK"
"2951","chr1",3131988,3132712,"p9","gpos100","fucU"
"2952","chr1",3132771,3133863,"p4","gpos100","fucR"
"2953","chr1",3133864,3134271,"p8","gpos25","ygdE"
"2954","chr1",3134278,3135307,"p5","gpos50","ygdD"
"2955","chr1",3135542,3135781,"p7","gpos25","gcvA"
"2956","chr1",3135952,3137146,"p10","gpos50","ygdI"
"2957","chr1",3137147,3137610,"p2","gpos75","csdA"
"2958","chr1",3137905,3138797,"p7","gpos100","ygdK"
"2959","chr1",3138849,3139663,"p9","gpos25","STM2986"
"2960","chr1",3139765,3140878,"p10","gpos25","ygdL"
"2961","chr1",3141070,3141143,"p2","gpos75","mltA"
"2962","chr1",3141176,3141249,"p10","gpos25","metZ"
"2963","chr1",3141362,3142622,"p8","gpos75","metW"
"2964","chr1",3142836,3144179,"p9","gpos25","amiC"
"2965","chr1",3144282,3146113,"p8","gpos50","argA"
"2966","chr1",3146114,3149651,"p7","gpos100","recD"
"2967","chr1",3149652,3152551,"p7","gpos50","recB"
"2968","chr1",3152718,3156100,"p7","gpos50","ptr"
"2969","chr1",3156105,3156409,"p10","gpos75","recC"
"2970","chr1",3156410,3156813,"p5","gpos50","ppdC"
"2971","chr1",3156814,3157367,"p5","gpos50","ygdB"
"2972","chr1",3157368,3157838,"p2","gpos50","ppdB"
"2973","chr1",3158023,3158823,"p4","gpos75","ppdA"
"2974","chr1",3158824,3159709,"p4","gpos50","thyA"
"2975","chr1",3159915,3162173,"p9","gpos25","lgt"
"2976","chr1",3162174,3162715,"p10","gpos100","ptsP"
"2977","chr1",3163375,3164082,"p9","gpos50","ygdP"
"2978","chr1",3164250,3164977,"p2","gpos100","mutH"
"2979","chr1",3165135,3165365,"p2","gpos75","ygdQ"
"2980","chr1",3165544,3166596,"p7","gpos100","ygdR"
"2981","chr1",3166683,3167877,"p5","gpos25","tas"
"2982","chr1",3167878,3170049,"p9","gpos25","ygeD"
"2983","chr1",3170619,3171658,"p5","gpos75","aas"
"2984","chr1",3171660,3172691,"p7","gpos100","galR"
"2985","chr1",3172701,3173975,"p1","gpos25","STM3012"
"2986","chr1",3174070,3174987,"p6","gpos50","lysA"
"2987","chr1",3174988,3175707,"p8","gpos100","lysR"
"2988","chr1",3175808,3177396,"p4","gpos50","ygeA"
"2989","chr1",3177580,3178352,"p9","gpos25","araE"
"2990","chr1",3178398,3179243,"p8","gpos100","kduD"
"2991","chr1",3179664,3180851,"p9","gpos50","kduI"
"2992","chr1",3180965,3181833,"p1","gpos50","yqeF"
"2993","chr1",3181899,3182387,"p10","gpos75","STM3020"
"2994","chr1",3182529,3183758,"p2","gpos50","STM3021"
"2995","chr1",3183789,3184072,"p9","gpos25","STM3022"
"2996","chr1",3184170,3185049,"p3","gpos100","yohL"
"2997","chr1",3185259,3186024,"p7","gpos25","yohM"
"2998","chr1",3186660,3187732,"p10","gpos25","STM3025"
"2999","chr1",3187733,3188483,"p7","gpos25","STM3026"
"3000","chr1",3188517,3191023,"p2","gpos25","stdC"
"3001","chr1",3191126,3191849,"p4","gpos100","stdB"
"3002","chr1",3192429,3193077,"p1","gpos100","stdA"
"3003","chr1",3193108,3193651,"p1","gpos75","STM3030"
"3004","chr1",3194324,3194788,"p8","gpos75","STM3031"
"3005","chr1",3195162,3195559,"p3","gpos100","tnpA_4"
"3006","chr1",3195560,3195794,"p5","gpos75","STM3033"
"3007","chr1",3195957,3196215,"p10","gpos75","STM3034"
"3008","chr1",3196483,3197296,"p10","gpos25","STM3035"
"3009","chr1",3197431,3197501,"p4","gpos100","STM3036"
"3010","chr1",3197581,3198339,"p5","gpos25","glyU"
"3011","chr1",3198593,3199149,"p9","gpos75","STM3038"
"3012","chr1",3199225,3200751,"p7","gpos75","idi"
"3013","chr1",3200752,3201633,"p7","gpos50","lysS"
"3014","chr1",3201955,3203693,"p1","gpos50","prfB"
"3015","chr1",3203694,3204423,"p9","gpos100","recJ"
"3016","chr1",3204431,3205339,"p9","gpos100","dsbC"
"3017","chr1",3205420,3205961,"p6","gpos50","xerD"
"3018","chr1",3206014,3206407,"p4","gpos75","fldB"
"3019","chr1",3206408,3206684,"p5","gpos50","ygfX"
"3020","chr1",3206911,3207904,"p2","gpos25","ygfY"
"3021","chr1",3208020,3208691,"p4","gpos75","ygfZ"
"3022","chr1",3208843,3209169,"p4","gpos50","yqfA"
"3023","chr1",3209313,3210746,"p9","gpos100","yqfB"
"3024","chr1",3210794,3211694,"p9","gpos100","bglA"
"3025","chr1",3212143,3215031,"p1","gpos25","STM3052"
"3026","chr1",3215179,3215582,"p4","gpos75","gcvP"
"3027","chr1",3215594,3216838,"p8","gpos50","gcvH"
"3028","chr1",3217143,3218357,"p3","gpos100","gcvT"
"3029","chr1",3218471,3219645,"p1","gpos100","visC"
"3030","chr1",3219646,3220976,"p4","gpos50","ubiH"
"3031","chr1",3220988,3221572,"p3","gpos75","pepP"
"3032","chr1",3221721,3222062,"p4","gpos50","ygfB"
"3033","chr1",3222342,3222904,"p1","gpos50","ygfE"
"3034","chr1",3223285,3224530,"p3","gpos75","ygfA"
"3035","chr1",3224783,3225457,"p7","gpos100","serA"
"3036","chr1",3225578,3226489,"p10","gpos100","rpiA"
"3037","chr1",3226755,3227512,"p7","gpos100","iciA"
"3038","chr1",3227595,3228243,"p8","gpos100","yggE"
"3039","chr1",3228430,3229302,"p3","gpos100","yggA"
"3040","chr1",3229517,3230610,"p9","gpos25","yggB"
"3041","chr1",3230698,3231872,"p6","gpos75","fba"
"3042","chr1",3231883,3233099,"p3","gpos100","pgk"
"3043","chr1",3233298,3233728,"p9","gpos50","epd"
"3044","chr1",3233748,3234332,"p2","gpos25","STM3071"
"3045","chr1",3234333,3235021,"p1","gpos100","STM3072"
"3046","chr1",3235022,3235692,"p1","gpos25","STM3073"
"3047","chr1",3235693,3236355,"p5","gpos25","STM3074"
"3048","chr1",3236399,3238401,"p6","gpos50","STM3075"
"3049","chr1",3238653,3239424,"p2","gpos50","tktA"
"3050","chr1",3239525,3240457,"p4","gpos75","yggG"
"3051","chr1",3240650,3241606,"p4","gpos100","speB"
"3052","chr1",3241820,3242299,"p5","gpos75","STM3079"
"3053","chr1",3242332,3243343,"p8","gpos75","STM3080"
"3054","chr1",3243353,3244371,"p5","gpos50","STM3081"
"3055","chr1",3244372,3245852,"p2","gpos25","STM3082"
"3056","chr1",3247104,3247910,"p2","gpos50","STM3083"
"3057","chr1",3248058,3248795,"p5","gpos75","STM3084"
"3058","chr1",3248933,3250917,"p9","gpos50","STM3085"
"3059","chr1",3250918,3251049,"p2","gpos100","speA"
"3060","chr1",3251170,3251343,"p5","gpos75","yqgB"
"3061","chr1",3251344,3251654,"p9","gpos75","yqgC"
"3062","chr1",3251684,3252853,"p10","gpos75","yqgD"
"3063","chr1",3253334,3254740,"p3","gpos100","metK"
"3064","chr1",3254819,3255316,"p6","gpos100","galP"
"3065","chr1",3255348,3256118,"p6","gpos100","sprT"
"3066","chr1",3256128,3256926,"p1","gpos75","endA"
"3067","chr1",3256934,3257893,"p6","gpos25","yggJ"
"3068","chr1",3258095,3258657,"p6","gpos25","gshB"
"3069","chr1",3258658,3259088,"p3","gpos100","yqgE"
"3070","chr1",3259135,3259824,"p2","gpos100","yqgF"
"3071","chr1",3259953,3260943,"p7","gpos25","STM3098"
"3072","chr1",3260944,3261655,"p5","gpos25","yggR"
"3073","chr1",3261664,3262224,"p7","gpos100","yggS"
"3074","chr1",3262225,3262524,"p9","gpos50","yggT"
"3075","chr1",3262525,3263104,"p8","gpos25","yggU"
"3076","chr1",3263105,3264257,"p7","gpos50","yggV"
"3077","chr1",3264348,3265374,"p3","gpos75","yggW"
"3078","chr1",3265488,3266704,"p10","gpos25","yggM"
"3079","chr1",3266723,3267453,"p2","gpos100","ansB"
"3080","chr1",3267492,3267817,"p9","gpos75","yggN"
"3081","chr1",3267818,3268554,"p3","gpos100","yggL"
"3082","chr1",3268692,3269744,"p7","gpos75","yggH"
"3083","chr1",3269761,3270047,"p8","gpos25","mutY"
"3084","chr1",3270160,3271245,"p4","gpos75","yggX"
"3085","chr1",3271265,3272718,"p10","gpos25","mltC"
"3086","chr1",3272780,3275026,"p1","gpos100","nupG"
"3087","chr1",3275329,3276047,"p3","gpos100","speC"
"3088","chr1",3276153,3276225,"p3","gpos100","yqgA"
"3089","chr1",3276387,3276826,"p10","gpos50","pheV"
"3090","chr1",3276832,3278170,"p5","gpos50","STM3117"
"3091","chr1",3278182,3278716,"p4","gpos75","STM3118"
"3092","chr1",3278733,3279583,"p4","gpos100","STM3119"
"3093","chr1",3279662,3280545,"p5","gpos25","STM3120"
"3094","chr1",3280593,3282338,"p2","gpos100","STM3121"
"3095","chr1",3282401,3283592,"p9","gpos100","STM3122"
"3096","chr1",3284090,3284780,"p5","gpos25","STM3123"
"3097","chr1",3284884,3285418,"p9","gpos75","STM3124"
"3098","chr1",3285419,3286924,"p10","gpos25","STM3125"
"3099","chr1",3287127,3287509,"p10","gpos75","STM3126"
"3100","chr1",3287516,3288828,"p9","gpos50","STM3127"
"3101","chr1",3288967,3290463,"p8","gpos25","STM3128"
"3102","chr1",3290599,3290978,"p5","gpos100","STM3129"
"3103","chr1",3290979,3291471,"p6","gpos50","STM3130"
"3104","chr1",3292190,3293120,"p6","gpos75","STM3131"
"3105","chr1",3293152,3294035,"p6","gpos100","STM3132"
"3106","chr1",3294426,3295741,"p10","gpos25","STM3133"
"3107","chr1",3296082,3297319,"p4","gpos50","STM3134"
"3108","chr1",3297418,3298900,"p8","gpos25","STM3135"
"3109","chr1",3298901,3300326,"p8","gpos75","STM3136"
"3110","chr1",3300626,3301691,"p6","gpos100","STM3137"
"3111","chr1",3302354,3304221,"p6","gpos75","STM3138"
"3112","chr1",3304428,3305303,"p4","gpos100","gsp"
"3113","chr1",3305371,3306080,"p10","gpos100","yghU"
"3114","chr1",3306081,3307138,"p3","gpos100","STM3141"
"3115","chr1",3307209,3307470,"p1","gpos100","STM3142"
"3116","chr1",3307485,3307818,"p10","gpos50","hybG"
"3117","chr1",3307819,3308299,"p7","gpos100","hybF"
"3118","chr1",3308300,3308793,"p7","gpos50","hybE"
"3119","chr1",3308794,3310493,"p3","gpos50","hybD"
"3120","chr1",3310494,3311661,"p6","gpos100","hybC"
"3121","chr1",3311662,3312650,"p8","gpos25","hybB"
"3122","chr1",3312651,3313785,"p5","gpos50","hybA"
"3123","chr1",3313959,3314257,"p7","gpos100","hypO"
"3124","chr1",3314331,3315981,"p7","gpos25","yghW"
"3125","chr1",3316281,3316784,"p4","gpos50","STM3152"
"3126","chr1",3317055,3317570,"p3","gpos25","yqhA"
"3127","chr1",3317656,3318052,"p4","gpos100","STM3154"
"3128","chr1",3318053,3318463,"p6","gpos25","STM3155"
"3129","chr1",3318573,3319471,"p2","gpos100","STM3156"
"3130","chr1",3319584,3320015,"p10","gpos75","yghA"
"3131","chr1",3320016,3320742,"p8","gpos100","exbD"
"3132","chr1",3320743,3320892,"p3","gpos100","exbB"
"3133","chr1",3320989,3322189,"p9","gpos75","STM3160"
"3134","chr1",3322318,3322988,"p9","gpos50","metC"
"3135","chr1",3323052,3323983,"p10","gpos25","yghB"
"3136","chr1",3324131,3325307,"p9","gpos100","yqhC"
"3137","chr1",3325401,3326240,"p6","gpos75","yqhD"
"3138","chr1",3326406,3327890,"p3","gpos25","yqhE"
"3139","chr1",3327929,3328390,"p1","gpos50","STM3166"
"3140","chr1",3328945,3331127,"p6","gpos50","STM3167"
"3141","chr1",3331597,3332587,"p6","gpos75","ygiR"
"3142","chr1",3332622,3333111,"p7","gpos75","STM3169"
"3143","chr1",3333116,3334429,"p4","gpos75","STM3170"
"3144","chr1",3334474,3335897,"p9","gpos50","ygiK"
"3145","chr1",3335960,3336706,"p1","gpos25","sufI"
"3146","chr1",3336954,3339227,"p1","gpos25","plsC"
"3147","chr1",3339323,3340196,"p5","gpos100","parC"
"3148","chr1",3340261,3340668,"p10","gpos25","STM3175"
"3149","chr1",3340793,3341449,"p10","gpos100","ygiW"
"3150","chr1",3341450,3342810,"p5","gpos50","ygiX"
"3151","chr1",3342906,3343498,"p4","gpos75","ygiY"
"3152","chr1",3343518,3343844,"p9","gpos50","mdaB"
"3153","chr1",3343969,3345861,"p8","gpos100","ygiN"
"3154","chr1",3345889,3346469,"p7","gpos50","parE"
"3155","chr1",3346470,3347308,"p3","gpos50","yqiA"
"3156","chr1",3347322,3347740,"p3","gpos100","icc"
"3157","chr1",3347741,3348385,"p1","gpos100","yqiB"
"3158","chr1",3348574,3350049,"p4","gpos75","yqiE"
"3159","chr1",3350249,3350925,"p6","gpos50","tolC"
"3160","chr1",3350926,3352102,"p6","gpos50","ygiB"
"3161","chr1",3352164,3353007,"p1","gpos75","ygiC"
"3162","chr1",3353081,3353866,"p4","gpos75","ygiD"
"3163","chr1",3354502,3355474,"p3","gpos100","ygiE"
"3164","chr1",3355510,3356304,"p8","gpos75","STM3191"
"3165","chr1",3356317,3356995,"p6","gpos100","STM3192"
"3166","chr1",3357004,3357687,"p1","gpos50","STM3193"
"3167","chr1",3357858,3358525,"p2","gpos25","STM3194"
"3168","chr1",3358881,3359247,"p10","gpos100","ribB"
"3169","chr1",3359321,3359539,"p5","gpos75","yqiC"
"3170","chr1",3359775,3360408,"p8","gpos100","glgS"
"3171","chr1",3360413,3362106,"p2","gpos75","STM3198"
"3172","chr1",3362566,3364011,"p1","gpos25","yqiK"
"3173","chr1",3364047,3366905,"p6","gpos100","rfaE"
"3174","chr1",3367008,3368315,"p9","gpos50","glnE"
"3175","chr1",3368551,3369165,"p5","gpos75","ygiF"
"3176","chr1",3369216,3370469,"p1","gpos75","ygiM"
"3177","chr1",3370574,3371408,"p2","gpos25","cca"
"3178","chr1",3371493,3371861,"p9","gpos25","bacA"
"3179","chr1",3371947,3372570,"p10","gpos100","folB"
"3180","chr1",3372821,3373849,"p2","gpos75","ygiH"
"3181","chr1",3373960,3374277,"p6","gpos50","gcp"
"3182","chr1",3374504,3376223,"p8","gpos50","rpsU"
"3183","chr1",3376224,3378255,"p1","gpos50","dnaG"
